65536,1024,8192,3399,521,6,128,4054
65536,1024,8192,3084,306,5,135,3530
65536,1024,8192,2914,319,4,89,3326
131072,1024,8192,5910,356,3,113,6382
131072,1024,8192,6031,379,4,111,6525
131072,1024,8192,6484,402,4,106,6996
131072,1024,8192,5874,563,4,348,6789
131072,1024,8192,5803,415,4,132,6354
131072,1024,8192,7150,610,4,173,7937
131072,1024,8192,7820,542,4,243,8609
131072,1024,8192,7352,523,5,149,8029
131072,1024,8192,6822,640,4,203,7669
131072,1024,8192,6259,352,4,113,6728
262144,1024,8192,12074,614,3,279,12970
262144,1024,8192,13031,2143,14,1018,16206
262144,1024,8192,12965,661,4,300,13930
262144,1024,8192,12138,594,3,305,13040
262144,1024,8192,12039,676,3,313,13031
262144,1024,8192,11862,893,4,442,13201
262144,1024,8192,12228,807,5,327,13367
262144,1024,8192,11778,538,3,244,12563
262144,1024,8192,12639,565,4,249,13457
262144,1024,8192,11767,674,3,265,12709
524288,1024,8192,23782,1262,3,489,25536
524288,1024,8192,24309,1895,5,488,26697
524288,1024,8192,24642,2407,5,1215,28269
524288,1024,8192,25213,956,3,476,26648
524288,1024,8192,23641,937,3,417,24998
524288,1024,8192,24311,1057,4,454,25826
524288,1024,8192,24353,1004,3,477,25837
524288,1024,8192,25407,933,4,407,26751
524288,1024,8192,24919,1271,3,745,26938
524288,1024,8192,27091,2966,6,747,30810
